"","Timestamp","NetID or email","DOI","Code_Success","Program_Run_Clean","Directory_Change","Code_Changes","Output_Accuracy","Discrepancy_Location","X10","X11","Software_Extensions","Software_Version","First_Replicator","Common_Issues","Overcome_Issues","Replication_Helpfulness","X18","X19","How difficult do you think the replication exercise was","Comments on difficulty","GeneralNotes","What Software did you use for the replication (including the version)","Replication_Success","Main_Issue","Data_Type","Data_Access_Type","Software_Type","Data_Type_1","Cost of data access (in approximate $)","Cost of software purchase (in approximate $)","What software did the authors use to run their programs (if specified)"
"420","11/13/2018 23:14:56","gab99","10.1257/mac.4.1.144","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","- Removed the 4 from the last argument in the legend function in lines 141 and 145.
- Removed scalar values from the last argument of the call to the legend function in pairs_master.m (line 77).","Yes",NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,2,NA,"The author provided good replication materials. Newer versions of matlab have changed the syntax for the legend function, which required some tinkering with the programs but once fixed all code ran smoothly. The output from the code takes some time to match with the output in the paper because the figures are labeled differently and the table output is somewhat buried in the command window output. All results match those in the paper once identified.","Matlab R2018a","Yes",NA,NA,NA,"Matlab","Matlab",NA,NA,NA
"421","11/21/2018 23:11:43","jt699","10.1257/mac.20140097","Yes","Yes, no changes were necessary.",NA,NA,"Yes",NA,NA,NA,"No","No","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,1,NA,NA,"MatLab R2018a","Yes",NA,NA,NA,"Matlab","Matlab",NA,NA,NA
"422","11/22/2018 1:18:38","skm228","10.1257/mac.4.1.105","Yes","Yes, no changes were necessary.",NA,NA,"Yes",NA,NA,NA,"No","No","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,3,NA,NA,"Mathematica 11.3 Kernel and Matlab R2018a","Yes",NA,NA,NA,"Matlab, Mathematica","txt",NA,NA,NA
"423","11/22/2018 1:23:17","ebr63","10.1257/mac.4.2.1","No","Yes, no changes were necessary.",NA,NA,"Yes",NA,NA,NA,"No","No","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,5,NA,NA,"MATLAB R2018a","Yes",NA,NA,NA,"Matlab","Matlab",NA,NA,NA
"424","11/22/2018 17:31:55","skm228","10.1257/mac.4.1.266",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes",NA,NA,NA,"No readme file was provided.",NA,1,NA,NA,NA,"No","No programs","private, other","no information","No programs","No Data",NA,NA,NA
"425","11/22/2018 17:34:04","skm228","10.1257/mac.4.1.1",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes",NA,NA,NA,"No readme file was provided.",NA,1,NA,"No Programs",NA,"No","Missing Code","private, other","no information","None","None",NA,NA,NA
"426","11/27/2018 12:53:30","skm228","10.1257/mac.4.3.33","Yes","Yes, no changes were necessary.",NA,NA,"Yes",NA,NA,NA,"No","No","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,3,NA,NA,"Matlab 2018R","Partial",NA,NA,NA,"Matlab","Excel",NA,NA,NA
"427","11/27/2018 20:58:45","ebr63","10.1257/mac.4.2.65",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","The authors can double check their readme file to make sure that it is grammatically correct. The authors can convert their readme file to a PDF file rather than a .txt file to be easier to read. I think the readme file could better specify which matlab files replicate which figures - similar to what the authors did with figure 3.",3,NA,"Needs DYNARE for complete replication.","MATLAB R2018a","No","Requires DYNARE","administrative, national","no information","Matlab","Matlab",NA,NA,NA
"428","11/27/2018 21:36:47","ebr63","10.1257/mac.4.4.36",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,1,"No data to replicate the findings in the article.",NA,"Stata/MP 15.1","No","Confidential Data","administrative, national","formal access","Stata","Not provided",NA,NA,NA
"429","11/28/2018 11:57:18","gab99","10.1257/mac.4.3.1",NA,NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","The author provides an email to contact for data, but not specifics on the data file type required",5,NA,"Article seems replicable with SAS but data would need to be obtained by emailing comite-secret@cnis.fr. The data is supposedly free for use for research reasons.","Was unable to attempt replication due to missing data.","No","Confidential Data","administrative, national","informal access, no commitment","SAS","This is unclear in the article",0,0,NA
"430","11/28/2018 13:03:27","gab99","10.1257/mac.4.2.33",NA,NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","The readme only says that there are two data files, one is excel and one is Eviews. The author provides no further instruction. When the excel file is opened, it contains no data. I could not open the Eviews file.",5,NA,"Author only provides an incomplete readme, empty excel file, and an Eviews file. Eviews academic addition costs $100.","Eviews is unavailable in Ciser, so I was unable to attempt the replication.","No","Data file requires Eviews to open, also no other programs are provided","administrative, national","informal access, no commitment","Eviews","Eviews",NA,NA,NA
"431","11/28/2018 16:32:37","gab99","10.1257/mac.4.2.102","No","No, I needed to make changes in the code.","Yes",NA,"No, some of the numbers are different.","All numbers matched except for table 3, panel b, year 1",NA,NA,"Yes","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,4,"Whoever filled out the entry questionnaire did not attempt a partial replication, but it was possible to replicate a handful of the tables without the proprietary data.","Code ran with minimal fixes, just file path changes. In order to do a full replication, one would need to purchase the INDSTAT2 data from http://www.unido.org/index.php?id=1000312. I cannot find how much it costs, a registration is required.","StataMP 15","Partial",NA,NA,NA,"Stata","Stata",NA,NA,NA
"432","12/2/2018 20:17:30","ebr63","10.1257/mac.4.2.153","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","Had to comment out some sections of code to get data files to run completely.","Yes",NA,NA,NA,"No","No","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","The authors could have specified which output values corresponded to which specific values in the tables.",3,"Replication did not take as much debugging as I had originally thought.","The code did not run some of the graphs seen in some of the figures - or produced graphs that did not fully match some of the graphs in the figures. This discrepancy is further elaborated in the REPLICATION.txt file.","MATLAB R2018a","Partial",NA,NA,NA,"R","txt",NA,NA,NA
"433","12/2/2018 21:40:07","xs232","10.1257/mac.4.4.68","Yes","Yes, no changes were necessary.",NA,NA,"Yes",NA,NA,NA,"No","No","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,3,"The author does not specify that the article is a pure simulation(i.e. no figure or table is being generated) which bring me up a little confusion at first.","This article does not generate anything after I successfully run all programs. Considering this special situation, I think the article is being fully replicated.","Matlab R2018a","Yes",NA,NA,NA,"Matlab","Excel",NA,NA,NA
"434","12/5/2018 14:36:55","gab99","10.1257/mac.4.2..218","No","No, I needed to make changes in the code.","No, the changes to the code were more involved.","- Open the problematic excel file (eatr1.xls) and save as excel 98-2004 Workbook, named new file ""eatr1-2"" Edit line 9 in loaddata_MC.m, replaceing eatr1.xls with eatr1-2.xls and adding argument ,'basic' to the call to xlsread.
- As per readme instructions, before running TC_Theory_Main.m, I commented out lines 91-92, uncommented line 100, and added ""save results_bench"" to the end of the file.
- Ran RC_Theory_Compare.m, removed the integer argument from the call to the legend command, program ran smoothly.","No, some of the numbers are different.","Figure's 4-6 do not replicate, or do not match the output intended to replicate them. It is unclear which output figure should match which figure in the article. Tables 1 and 2 don't seem to replicate, and table B1 replicates missing the first half of the data (pre 1993).",NA,NA,"Yes","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","Readme was thorough, but it seems like the code uses very dated commands. Additionally, there was a big problem with the function colmatrix2latex, which I was unable to find online so it seems like it may be a user-defined function that was not provided.",3,NA,"Biggest problem was mismatching figure output and the function colmatrix2latex, which I was unable to get to run or find online. The function matrix2latex uses syntax that the author's code does not translate well to so that didn't work as an alternative.","Matlab R2018a","Yes",NA,NA,NA,"Matlab","Excel, Matlab",NA,NA,NA
"435","12/20/2018 18:09:37","gab99","10.1257/mac.4.3.128",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","The readme was detailed, but was wrong about what the downloaded nlsy data would look like. It seems like this may have been a change in the way the nlsy investigator tool has worked over the past few years but I am not sure.",4,NA,"The code seems like it would run will with all needed data. When I run the code with the data I download there are consistently missing variables. I've searched the data sets for these variables and cannot find them. It seems like the data sets may have changed since the article was written or that the author may have forgotten one data set.","StataMP 15","No","Code Error","administrative, national","formal access","Stata","csv, Excel, Stata",0,NA,NA
"436","12/20/2018 22:06:08","ebr63","10.1257/mic.20130080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,"No readme file was provided.",NA,1,NA,NA,"None","No","No empirical work to replicate.",NA,NA,"None","None",NA,NA,NA
"437","12/26/2018 15:13:14","gab99","10.1257/mac.20130234",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","The documentation is really clear, but the instructions on how to obtain the confidential data could be more specific.",5,"No results can be replicated without obtaining the confidential data.","The programs are well documented and the one that does not require the confidential data (4_corr_region_country.do) ran smoothly with a few minimal corrections, namely scc install for kountry and hprescott. None of the other programs can be run without downloading the confidential data.","StataMP 15","No","Confidential Data","administrative, national","informal access, commitment","Stata","Stata",NA,NA,NA
"438","12/26/2018 15:18:05","gab99","10.1257/mac.20120257","No","Yes, no changes were necessary.",NA,NA,"Yes","No false results were generated, but tables 2,3, and 4 were missing from the output.",NA,NA,"DK","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","The readme did not provide any instructions on replicating tables 2 and 3. Additionally, since so many of the errors were missing data, it would be helpful to specify which data sets are necessary for which programs.",3,"The replication instructions do not explain how to replicate all tables.","The readme provides no instructions for replicating tables 2 and 3. The model files have trouble running due to missing variables, and I am unsure how to fix this.","Matlab R2018a and StataMP 15","Partial",NA,NA,NA,"Stata, Matlab","Excel, Stata",NA,NA,NA
"439","1/5/2019 20:45:23","gab99","10.1257/app.20160597","No","No, I needed to make changes in the code.","No, the changes to the code were more involved.","Commented out lines 233 and 235 in Tables_uganda.do, this omission seems to be only cosmetic.","No, some of the numbers are different.","Table 2 (p272) has many sporadic errors,
Table 4 (280) replicates except for the LTCCM rows
Table 5 (281/282) replicates except for the LTCCM and CMM rows 
Table 6 (283) replicates except for the same rows as table 5 and all of panel C
Table 7 (285) replicates except for the Malawi columns
Tables 8 (289) and 9 (292) don't seem to match the stata ouput at all
",NA,NA,"Yes","DK","No","Yes","N/A. The previous replicator had no issues.","Was unable to view previous replication because it was done in subversion","Complete. Provided all information required to run the programs.","Readme was more or less complete",2,NA,"Requires outreg2, creg2, seeout, and shellout. There were two problems in the programs that I was unable to fix. One seems aesthetic so I commented it out. The other is ""unable to converge"" but occurs after most output is generated.","StataMP 15","Partial",NA,NA,NA,"Stata","Stata",NA,NA,NA
